"lower_bound_ip_address","upper_bound_ip_address","country"
100270080,100302847,"Iran (ISLAMIC Republic Of)"
100302848,100311039,"Kazakhstan"
100311040,100313087,"Finland"
100313088,100315135,"Russian Federation"
100315136,100319231,"United Kingdom"
100319232,100327423,"Azerbaijan"
100327424,100329471,"Sweden"
100329472,100331519,"Russian Federation"
100331520,100335615,"Turkey"
100335616,100401151,"Kazakhstan"
100532224,100564991,"Romania"
100564992,100573183,"Sweden"
100573184,100575231,"United Kingdom"
100575232,100577279,"Sweden"
100577280,100579327,"Russian Federation"
100579328,100581375,"Austria"
100581376,100589567,"Sweden"
100589568,100597759,"Russian Federation"
100597760,100614143,"Turkey"
100614144,100622335,"Netherlands"
100622336,100630527,"Netherlands"
100630528,100632575,"Belgium"
100632576,100634623,"United Kingdom"
100634624,100636671,"Spain"
100636672,100638719,"Netherlands"
100638720,100642815,"Ukraine"
100642816,100646911,"Ukraine"
100646912,100663295,"Russian Federation"
100663296,117440511,"United States"
117440512,134217727,"United States"
134217728,150994943,"United States"
150994944,167772159,"United States"
184549376,201326591,"United States"
201326592,218103807,"United States"
218103808,222298111,"United States"
222298112,224395263,"United States"
224395264,224919551,"United States"
224919552,225181695,"United States"
225181696,225443839,"United States"
225443840,226492415,"United States"
226492416,234881023,"United States"
234881024,234883071,"China"
234883072,234884095,"Japan"
234884096,234885119,"China"
234885120,234889215,"Viet Nam"
234889216,234897407,"Korea Republic of"
234897408,234913791,"Korea Republic of"
234913792,234946559,"Hong Kong"
234946560,234947583,"China"
234947584,234948607,"Japan"
234948608,234950655,"Japan"
234950656,234951679,"Australia"
234951680,234952703,"Hong Kong"
234954752,234962943,"New Zealand"
234962944,234971135,"New Zealand"
234979328,235012095,"Malaysia"
235012096,235077631,"Australia"
235077632,235143167,"Japan"
235143168,235405311,"Korea Republic of"
235405312,235929599,"Japan"
235929600,236978175,"China"
236978176,239075327,"Korea Republic of"
239075328,241172479,"Korea Republic of"
241172480,241434623,"India"
241434624,241500159,"Singapore"
241500160,241565695,"Japan"
241565696,241598463,"India"
241598464,241599487,"China"
241599488,241600511,"Japan"
241600512,241602559,"Australia"
241602560,241604607,"Malaysia"
241604608,241605631,"Indonesia"
241605632,241606655,"China"
241614848,241623039,"Japan"
241623040,241627135,"India"
241627136,241631231,"Hong Kong"
241631232,241696767,"China"
241696768,242221055,"China"
242221056,243269631,"China"
243269632,243270655,"Japan"
243270656,243271679,"New Zealand"
243271680,243272703,"Thailand"
243272704,243273727,"Nepal"
243273728,243277823,"Japan"
243277824,243286015,"Australia"
243286016,243294207,"Japan"
243294208,243302399,"Japan"
243302400,243335167,"Korea Republic of"
243335168,243400703,"Korea Republic of"
243400704,243531775,"China"
243531776,243662847,"Japan"
243662848,243793919,"China"
243793920,243859455,"Hong Kong"
243859456,243892223,"Australia"
243892224,243908607,"Australia"
243908608,243916799,"Australia"
243916800,243924991,"Japan"
243924992,243990527,"Korea Republic of"
243990528,244056063,"India"
244056064,244318207,"India"
244318208,245366783,"China"
245366784,247463935,"Viet Nam"
247472128,247476223,"Japan"
247476224,247478271,"Japan"
247478272,247479295,"Japan"
247479296,247480319,"China"
247480320,247482367,"Malaysia"
247482368,247483391,"Papua New Guinea"
247483392,247484415,"China"
247484416,247488511,"Korea Republic of"
247488512,247496703,"Japan"
247496704,247504895,"Pakistan"
247504896,247513087,"Australia"
247513088,247529471,"Malaysia"
247529472,247595007,"Japan"
247595008,247726079,"India"
247726080,247857151,"China"
247857152,247889919,"Hong Kong"
247889920,247906303,"Hong Kong"
247906304,247914495,"Hong Kong"
247914496,247918591,"Hong Kong"
247918592,247922687,"Hong Kong"
247922688,247988223,"Hong Kong"
247988224,248250367,"Australia"
248250368,248381439,"China"
248381440,248446975,"Korea Republic of"
248446976,248512511,"Thailand"
248512512,249561087,"China"
249561088,251658239,"Viet Nam"
251658240,268435455,"United States"
268435456,285212671,"United States"
285212672,301989887,"United States"
301989888,318767103,"United States"
318767104,335544319,"United States"
335544320,352321535,"United States"
352321536,369098751,"United States"
369098752,385875967,"United States"
385875968,386924543,"United States"
386924544,387055615,"Canada"
387055616,387121151,"United States"
387121152,387186687,"United States"
387186688,387448831,"United States"
387448832,387579903,"United States"
387579904,387645439,"United States"
387645440,387710975,"United States"
387710976,387776511,"United States"
387776512,387780607,"United States"
387780608,387784703,"United States"
387784704,387788799,"United States"
387788800,387792895,"United States"
387792896,387796991,"United States"
387796992,387801087,"United States"
387801088,387805183,"United States"
387805184,387809279,"United States"
387809280,387817471,"United States"
387817472,387825663,"United States"
387825664,387833855,"Canada"
387833856,387842047,"United States"
387842048,387973119,"United States"
387973120,390070271,"United States"
390070272,390332415,"United States"
390332416,390594559,"United States"
390594560,391118847,"United States"
391118848,391380991,"United States"
391380992,391643135,"United States"
391643136,391774207,"United States"
391774208,391790591,"United States"
391790592,391806975,"United States"
391806976,391823359,"United States"
391823360,391839743,"United States"
391839744,391847935,"United States"
391847936,391856127,"United States"
391856128,391860223,"United States"
391860224,391864319,"United States"
391864320,391868415,"United States"
391868416,391872511,"United States"
391872512,391880703,"Canada"
391880704,391888895,"Canada"
391888896,391897087,"United States"
391897088,391905279,"Canada"
391905280,391909375,"United States"
391909376,391913471,"United States"
391913472,391917567,"United States"
391917568,391921663,"United States"
391921664,391925759,"United States"
391925760,391929855,"United States"
391929856,391933951,"United States"
391933952,391938047,"United States"
391938048,391942143,"Canada"
391942144,391946239,"Canada"
391946240,391950335,"United States"
391950336,391954431,"United States"
391954432,391958527,"United States"
391958528,391962623,"United States"
391962624,391970815,"United States"
391970816,392036351,"United States"
392036352,392167423,"United States"
392167424,392691711,"United States"
392691712,393215999,"United States"
393216000,394264575,"United States"
394264576,394264831,"Canada"
394270720,394270975,"Netherlands"
394270976,394271231,"Netherlands"
394296320,394296575,"Netherlands"
394296576,394296831,"Netherlands"
398458880,400556031,"United States"
400556032,400687103,"United States"
400687104,400691199,"United States"
400691200,400695295,"United States"
400695296,400699391,"United States"
400699392,400703487,"United States"
400703488,400707583,"United States"
400707584,400711679,"United States"
400711680,400715775,"United States"
400715776,400719871,"United States"
400719872,400723967,"United States"
400723968,400728063,"United States"
400728064,400732159,"United States"
400732160,400736255,"United States"
400736256,400740351,"United States"
400740352,400744447,"United States"
400744448,400748543,"United States"
400748544,400752639,"United States"
400752640,400760831,"United States"
400760832,400769023,"Canada"
400769024,400777215,"United States"
400777216,400785407,"United States"
400785408,400793599,"United States"
400793600,400801791,"United States"
400801792,400805887,"United States"
400805888,400809983,"Canada"
400809984,400818175,"United States"
400818176,400834559,"United States"
400834560,400850943,"United States"
400850944,400867327,"United States"
400867328,400883711,"United States"
400883712,400916479,"United States"
400916480,400949247,"United States"
400949248,401014783,"United States"
401014784,401047551,"United States"
401047552,401080319,"United States"
401080320,401113087,"United States"
401113088,401145855,"United States"
401145856,401178623,"Canada"
401178624,401211391,"Canada"
401211392,401227775,"United States"
401227776,401244159,"United States"
401244160,401260543,"United States"
401260544,401276927,"United States"
401276928,401281023,"United States"
401281024,401285119,"United States"
401285120,401289215,"United States"
401289216,401293311,"United States"
401293312,401297407,"Canada"
401297408,401301503,"United States"
401301504,401305599,"United States"
401305600,401309695,"United States"
401309696,401317887,"United States"
401317888,401326079,"United States"
401326080,401334271,"United States"
401334272,401342463,"United States"
401342464,401346559,"Barbados"
401346560,401350655,"United States"
401350656,401354751,"United States"
401354752,401358847,"United States"
401358848,401362943,"United States"
401362944,401367039,"United States"
401367040,401371135,"United States"
401371136,401375231,"United States"
401375232,401407999,"United States"
401408000,401473535,"United States"
401473536,401506303,"United States"
401506304,401539071,"United States"
401539072,401547263,"United States"
401547264,401555455,"Canada"
401555456,401563647,"United States"
401563648,401571839,"United States"
401571840,401580031,"United States"
401580032,401588223,"United States"
401588224,401596415,"United States"
401596416,401604607,"United States"
401604608,401866751,"United States"
401866752,401997823,"United States"
401997824,402014207,"United States"
402014208,402030591,"United States"
402030592,402046975,"United States"
402046976,402063359,"United States"
402063360,402096127,"United States"
402096128,402128895,"United States"
402128896,402161663,"Canada"
402161664,402169855,"Canada"
402169856,402178047,"United States"
402178048,402194431,"United States"
402194432,402198527,"United States"
402198528,402202623,"United States"
402202624,402206719,"United States"
402206720,402210815,"United States"
402210816,402214911,"United States"
402214912,402219007,"United States"
402219008,402223103,"United States"
402223104,402227199,"Canada"
402227200,402231295,"United States"
402231296,402235391,"United States"
402235392,402239487,"United States"
402239488,402243583,"United States"
402243584,402247679,"Canada"
402247680,402251775,"United States"
402251776,402255871,"United States"
402255872,402259967,"United States"
402259968,402292735,"United States"
402292736,402325503,"United States"
402325504,402333695,"United States"
402333696,402341887,"United States"
402341888,402350079,"United States"
402350080,402358271,"United States"
402358272,402366463,"United States"
402366464,402374655,"Canada"
402374656,402382847,"United States"
402382848,402391039,"United States"
402391040,402395135,"United States"
402395136,402399231,"United States"
402399232,402403327,"Canada"
402403328,402407423,"United States"
402407424,402411519,"United States"
402411520,402415615,"United States"
402415616,402419711,"Canada"
402419712,402423807,"United States"
402423808,402427903,"United States"
402427904,402431999,"United States"
402432000,402436095,"United States"
402436096,402440191,"United States"
402440192,402444287,"United States"
402444288,402448383,"United States"
402452480,402456575,"United States"
402456576,402522111,"United States"
402522112,402554879,"United States"
402554880,402587647,"United States"
402587648,402620415,"United States"
402620416,402653183,"United States"
402653184,403701759,"United States"
403701760,404226047,"United States"
404226048,404488191,"United States"
404488192,404619263,"United States"
404619264,404635647,"United States"
404635648,404643839,"United States"
404643840,404652031,"United States"
404652032,404668415,"United States"
404668416,404676607,"United States"
404676608,404684799,"United States"
404684800,404688895,"United States"
404688896,404689151,"United States"
404689152,404689407,"United States"
404689408,404689919,"United States"
404689920,404690943,"United States"
404690944,404692991,"United States"
404692992,404701183,"United States"
404701184,404717567,"United States"
404717568,404750335,"United States"
404750336,404815871,"United States"
404815872,404881407,"United States"
404881408,404946943,"United States"
404946944,404979711,"United States"
404979712,405012479,"United States"
405012480,405078015,"Canada"
405078016,405143551,"Canada"
405143552,405176319,"United States"
405176320,405180415,"United States"
405180416,405184511,"Canada"
405184512,405192703,"United States"
405192704,405209087,"United States"
405209088,405274623,"United States"
405274624,405291007,"United States"
405291008,405295103,"United States"
405295104,405299199,"United States"
405299200,405307391,"United States"
405307392,405323775,"United States"
405323776,405331967,"United States"
405331968,405340159,"United States"
405340160,405356543,"United States"
405356544,405364735,"United States"
405364736,405372927,"Canada"
405372928,405405695,"Puerto Rico"
405405696,405422079,"Puerto Rico"
405422080,405438463,"United States"
405438464,405471231,"United States"
405471232,405536767,"United States"
405536768,405798911,"United States"
405798912,405831679,"Canada"
405831680,405839871,"United States"
405839872,405843967,"United States"
405843968,405848063,"Canada"
405848064,405864447,"Puerto Rico"
405864448,405872639,"United States"
405872640,405880831,"United States"
405880832,405889023,"United States"
405889024,405893119,"United States"
405893120,405897215,"United States"
405897216,405901311,"United States"
405901312,405905407,"United States"
405905408,405909503,"United States"
405909504,405911551,"United States"
405911552,405912575,"United States"
405912576,405912831,"United States"
405912832,405913087,"United States"
405913088,405913599,"United States"
405913600,405914111,"United States"
405914112,405914367,"United States"
405914368,405914623,"United States"
405914624,405915135,"United States"
405915136,405915391,"United States"
405915392,405915647,"United States"
405915648,405915903,"United States"
405915904,405916159,"United States"
405916160,405916671,"United States"
405916672,405917695,"United States"
405917696,405921791,"United States"
405921792,405929983,"Canada"
405929984,405938175,"United States"
405938176,405946367,"Canada"
405946368,405962751,"Canada"
405962752,405966847,"United States"
405966848,405970943,"United States"
405970944,405979135,"Canada"
405979136,405995519,"Puerto Rico"
405995520,406003711,"Canada"
406003712,406005759,"United States"
406005760,406007807,"United States"
406007808,406008319,"United States"
406008320,406008831,"United States"
406008832,406009855,"United States"
406009856,406011903,"United States"
406011904,406028287,"Bahamas"
406028288,406044671,"United States"
406044672,406052863,"United States"
406052864,406061055,"Canada"
406061056,406063103,"United States"
406063104,406064127,"United States"
406064128,406065151,"United States"
406065152,406065663,"United States"
406065664,406066175,"United States"
406066176,406067199,"United States"
406067200,406069247,"United States"
406069248,406070271,"United States"
406070272,406071295,"United States"
406071296,406072319,"United States"
406072320,406073343,"United States"
406073344,406074367,"United States"
406074368,406075391,"United States"
406075392,406077439,"United States"
406077440,406093823,"United States"
406093824,406102015,"United States"
406102016,406106111,"United States"
406106112,406110207,"United States"
406110208,406126591,"Canada"
406126592,406142975,"Canada"
406142976,406147071,"United States"
406147072,406151167,"Canada"
406151168,406159359,"Canada"
406159360,406175743,"United States"
406175744,406183935,"Canada"
406183936,406188031,"Canada"
406188032,406192127,"Canada"
406192128,406208511,"Canada"
406208512,406216703,"Canada"
406216704,406220799,"United States"
406220800,406221311,"United States"
406221312,406221823,"United States"
406221824,406222847,"United States"
406222848,406224895,"United States"
406224896,406228991,"United States"
406228992,406230015,"United States"
406230016,406230527,"United States"
406230528,406231039,"United States"
406231040,406232063,"United States"
406232064,406233087,"United States"
406233088,406234111,"United States"
406234112,406234623,"United States"
406234624,406235135,"United States"
406235136,406236159,"United States"
406236160,406237183,"United States"
406237184,406238207,"United States"
406238208,406239231,"United States"
406239232,406241279,"United States"
406241280,406257663,"Puerto Rico"
406257664,406274047,"United States"
406274048,406290431,"Puerto Rico"
406290432,406298623,"United States"
406298624,406306815,"Puerto Rico"
406306816,406323199,"Canada"
406323200,406339583,"United States"
406339584,406347775,"United States"
406347776,406351871,"United States"
406351872,406355967,"United States"
406355968,406360063,"United States"
406360064,406362111,"United States"
406362112,406364159,"United States"
406364160,406365183,"United States"
406365184,406366207,"United States"
406366208,406366719,"United States"
406366720,406367231,"United States"
406367232,406368255,"United States"
406368256,406369279,"United States"
406369280,406369791,"United States"
406369792,406370303,"United States"
